,test,prediccion
2020-08-28 13:00:00,115.77,110.98754349040325
2020-08-28 14:00:00,115.64,103.14633972788624
2020-08-28 15:00:00,110.12,94.64016259940598
2020-08-28 16:00:00,108.81,97.10573586314973
2020-08-28 17:00:00,110.26,109.62329115416415
2020-08-28 18:00:00,116.03,119.1693319957955
2020-08-28 19:00:00,121.95,112.35409259203274
2020-08-28 20:00:00,119.64,87.57263497155985
2020-08-28 21:00:00,51.33,56.49324011526451
2020-08-28 22:00:00,49.37,33.993414850143616
2020-08-28 23:00:00,46.94,26.292047647144955
2020-08-29 00:00:00,43.12,28.00039262600493
2020-08-29 01:00:00,42.68,29.645932987175414
2020-08-29 02:00:00,41.87,27.255412052985072
2020-08-29 03:00:00,42.34,24.5283903754302
2020-08-29 04:00:00,42.85,26.498201154866393
2020-08-29 05:00:00,43.53,32.46894512179529
2020-08-29 06:00:00,48.61,36.335518413488614
2020-08-29 07:00:00,49.69,34.052191545686156
2020-08-29 08:00:00,41.69,29.89413380452032
2020-08-29 09:00:00,39.88,33.913985498932036
2020-08-29 10:00:00,40.5,52.10567847795135
2020-08-29 11:00:00,106.07,78.93962756397515
2020-08-29 12:00:00,105.31,100.46737627998085
2020-08-29 13:00:00,100.83,106.06011616985867
2020-08-29 14:00:00,97.52,97.95302657039775
2020-08-29 15:00:00,96.65,89.1983127140917
2020-08-29 16:00:00,99.94,91.43596956167872
2020-08-29 17:00:00,106.09,103.74940165364825
2020-08-29 18:00:00,111.58,113.11814867571223
2020-08-29 19:00:00,123.44,106.15530675532607
2020-08-29 20:00:00,121.12,81.25858951426555
2020-08-29 21:00:00,52.28,50.09868498335239
2020-08-29 22:00:00,50.89,27.555230552082875
2020-08-29 23:00:00,48.19,19.848939535677026
2020-08-30 00:00:00,45.11,21.59255901499685
2020-08-30 01:00:00,44.18,23.31471052338769
2020-08-30 02:00:00,43.51,21.042902054943667
2020-08-30 03:00:00,43.5,18.477070116166153
2020-08-30 04:00:00,42.88,20.65052428634509
2020-08-30 05:00:00,44.75,26.86693558977906
2020-08-30 06:00:00,45.69,31.020362336644936
